n1	t	n2
conductrice b	Syn	conducteur I.b
conductrice b	Syn	machiniste N, fém 2
baril II	S1	pétrole
aviateur	Syn	aviatrice
aviatrice	Syn	aviateur
cours 2 II.2	Syn	déroulement II
cours 2 II.2	Syn	marche 1 III.3
cours 2 II.1	Syn	marche 1 III.3
cours 2 II.1	V0	courir V.1
hélico	Syn	hélicoptère
métropolitain N	Syn	métro I
métropolitain Adj	S0	métropole II
cours 2 III	Syn	taux de change
cours 2 III	Syn	cote II.2
hôte N, fém 2b	Syn	hôte N, masc 2b
hôte N, fém 2b	Syn	cliente
pilote N, masc 1	Syn	aviateur
pilote N, masc 1	Syn	aviatrice
pilote N, masc 1	Syn	pilote N, fém
dangerosité	A1	dangereux 1
danseur b	Syn	danseuse b
danseuse b	Syn	danseur b
dansant I.1	Contr	musical 2
dansable	Anti	indansable
dansable	Syn	dansant I.2
indansable	Anti	dansable
indansable	Anti	dansant I.2
dansoter	Syn	danser
guincher	Syn	danser
dater 1	S2	date I
datation	V0	dater 2
dater 2	S0	datation
dater 2	S3	date I
dater 2	Able2	datable
dater 3	S3	datage
antenne II.2	Syn	diffusion III
antenne II.2	Syn	radiodiffusion
antenne II.2	Syn	direct N
antenne II.2	Real2	monopoliser II.2
antenne II.2	Real2	confisquer II
antenne II.2	S1	chaîne V
antenne II.2	S1	station II
antenne II.2	Cap	responsable N, masc
antenne II.2	Cap	responsable N, fém
antenne II.2	Oper2	passer VIII
antenne II.2	Oper2	être V IV.2a
antenne II.2	Real2	animer II
antenne II.2	A2	à I.2
antenne II.2	A2	sur V
antenne II.2	A2	en ondes
antennes III.1	Syn	oreilles I.3
antennes III.1	Syn	espion
antennes III.1	Syn	espionne
antennes III.1	Loc	à I.2
antennes III.1	Loc	en Prép I
kilogramme	Syn	kilo
kilogramme	Gener	unité de mesure
kilométrique	S0	kilomètre
au cours	Syn	durant 1
kiosque 2	S1	kiosquier
kiosque 2	S1	kiosquière
kiosquier	Syn	kiosquière
kiosquière	Syn	kiosquier
désert N II.1	A1	désert Adj
désert N II.1	Pred	se désertifier II
désert N II.1	Pred	déserter I
désert N II.1	Syn	no man’s land
désert N II.1	Syn	zone II
désertique	S0	désert N I
se dérouler II	Syn	avancer II.1b
se dérouler II	Syn	progresser II.2
déroulement II	V0	se dérouler II
déroulement II	Syn	cours 2 II.2
déroulement II	Syn	marche 1 III.3
débattre 2	S0	débat 2
à partir	Syn	depuis I.1a
à partir	Syn	dès
députée	Syn	député
députée	Syn	parlementaire N, fém
élection	V0	élire
électeur	Syn	électrice
électeur	Syn	votant
électrice	Syn	électeur
électrice	Syn	votante
électorat	S1	électeur
électorat	S1	électrice
électorat	Syn	corps électoral
élu	Syn	élue
élue	Syn	élu
corps électoral	Syn	électorat
derrière N II	Syn	fesses I.a
derrière N II	Syn	paire de fesses
derrière N II	Syn	cul I.1
derrière N II	Syn	panier III
derrière N II	Syn	arrière-train 2
derrière N II	Syn	postérieur N
derrière N II	Syn	séant N
derrière N II	Syn	miches II
derrière N II	Syn	pétard II
derrière N II	Syn	croupe II
derrière N II	Syn	croupion II
derrière N II	Syn	fessier N 2
derrière N II	Syn	popotin
derrière N II	Syn	derche
derrière N II	Syn	lune III
désastreux	S0	désastre 1
descente I.1	V0	descendre II.1
désespoir 2	V0	désespérer 1
désespérance	V0	désespérer 2
désespoir 1	V0	désespérer 2
désespoir 1	A0	désespéré 1
désespéré 1	S0	désespoir 1
désespéré 1	V0	désespérer 1
désespérer 2	S0	désespérance
désespérer 2	S0	désespoir 1
désespérer 2	A0	désespéré 1
désespérer 2	Anti	espérer 2
désespérer 2	Syn	se taper la tête contre les murs
désespérer 2	Conv-ij	désespérer 3
désespérer 3	Able1	désespérant
désespérer 3	Conv-ij	désespérer 2
désespérer 3	Conv-ij	se désespérer
désespérer 3	Anti	espérer 1
désespérer 3	A2	désespéré 2
se désespérer	Conv-ij	désespérer 3
se désespérer	A1	désespéré 2
crémier	Syn	crémière
auteure I	Syn	auteur I
désigner II	S0	désignation II
crémière	Syn	crémier
criminelle 1	Syn	criminel N
criminelle 1	Magn	endurci II
désignation II	V0	désigner II
désignation I	V0	désigner I
noisette III	Syn	noix II
noix II	Syn	noisette III
espoir 1	V0	espérer 1
espérer 2	Anti	désespérer 2
espérer 2	S0	espoir 2
espoir 2	V0	espérer 2
désintérêt	V0	désintéresser
désintérêt	V0	se désintéresser
se désintéresser	Conv-ij	désintéresser
se désintéresser	S0	désintérêt
se désintéresser	Syn	laisser tomber
se désintéresser	Syn	se laver les mains
désinteressement	A0	désinteressé I
désinteressement	A1	désinteressé II
désinteressé I	S0	désinteressement
désireux	Syn	avide II
désobéissance	V0	désobéir
affligé	Syn	désolé I.2
désolation I	A0	désolé I.1
désolation I	V0	se désoler
se désoler	Conv-ij	désoler
se désoler	S0	désolation I
se désoler	A1	désolé I.2
se désoler	A0	désolé I.1
se désoler	Able2	désolant
désoler	Conv-ij	se désoler
désoler	S0	désolation I
désolé I.1	S0	désolation I
désolé I.1	V0	se désoler
désolé I.1	V0	désoler
désolation II	A1	désolé II
ordre I	Anti	désordre I
dessinateur	Syn	dessinatrice
dessinatrice	Syn	dessinateur
se dessiner 1	Syn	se former
se dessiner 1	Syn	se creuser
au-dessus	Conv-ij	au-dessous
au-dessus	Syn	en dessus
au-dessous	Conv-ij	au-dessus
au-dessous	Syn	en dessous 1
dessous Prép	Syn	sous I.1
dessous Prép	Syn	dessous Adv
dessous Prép	Anti	sur I.1
dessus N	Anti	dessous N I
par-dessus II	Anti	par-dessous
en dessus	Syn	au-dessus
en dessus	Conv-ij	en dessous 1
noisette II	Syn	brun I.a
vol 2 I	Syn	hold-up I
vol 2 I	Syn	crime I.a
vol 2 I	V0	voler 2 I
date II	Bon	grand Adj III.3a
vol 2 III	V0	voler 2 III
vol 2 II	V0	voler 2 II
crème III	Sing	tube II.b
crème II.2	Syn	liqueur
crème II.2	Gener	boisson I
crème II.2	Gener	boisson alcoolisée
voleur N I	Syn	voleuse I
voleur N I	Syn	bandit I
voleur N I	Syn	brigand I
voleur N I	Able1	voleur Adj
voleur N I	Syn	pilleur
voleuse I	Syn	voleur N I
volé N	Contr	voleur N I
volé N	Syn	volée 2
voleur Adj	V0	voler 2 I
destination II	V0	destiner
se destiner	Syn	vouloir V
détacher 1 II	A2	détaché I.1
détacher 1 II	Able2	détachable
détaché I.2	Syn	libre V
détacher 1 I.1	Syn	défaire I
détacher 1 I.1	Syn	dénouer
détaché I.1	Anti	attaché I
se détacher	S0	détachement
se détacher	Syn	tomber V I.3a
se détacher	Result1	tomber V I.2a
détachement	V0	se détacher
volable	S2	voleur N I
volable	S2	voleuse I
se détendre I	Syn	se décontracter
se détendre I	Anti	se contracter
se détendre I	S0	détente I
se détendre I	A2	détendu I
se détendre I	Caus	détendre 2
se contracter	Anti	se détendre I
se décontracter	Syn	se détendre I
se décontracter	Anti	se contracter
se décontracter	S0	décontraction I
se décontracter	A1	décontracté I
détente I	V0	se détendre I
détendu I	Syn	décontracté I
détendu I	Syn	mou II
détente III	V0	se détendre II
détendu II	Syn	à l’aise
détendu II	Syn	rassuré
détendu II	Anti	mal à l’aise
frometon	Syn	fromage
détendre 2	Anti	replier II
détendre 2	Syn	allonger 2 I.2
détendre 2	Syn	déplier II
détendre 2	Syn	étendre I
détendre 2	Syn	tendre V I.2
voleur N III	Syn	voleuse III
avertisseur sonore	Syn	klaxon I
brebis I	Syn	mouton I.1
zélé	S0	zèle
adepte N, masc 2	Syn	adepte N, fém 2
adepte N, fém 2	Syn	adepte N, masc 2
yogi N, masc	Syn	yogi N, fém
vulgarité	Syn	grossièreté
vulgairement	Syn	grossièrement II
fromager	Syn	fromagère
fromagère	Syn	fromager
invraisemblable	Anti	vraisemblable
invraisemblable	Syn	à dormir debout
vraisemblance	Syn	plausibilité
vraisemblablement	A0	vraisemblable
vrai N	Syn	vérité
vrai N	Anti	faux N, masc I
klaxonner b	S0	klaxon II
vraiment I.a	Syn	réellement
retentir I	Conv-ij	retentir II
fort Adj I.2	Syn	gros Adj V.2
fort Adj II.1	Syn	assourdissant
strident	S0	stridence
strident	Syn	aigu
actionner	Syn	activer I
actionner	Syn	faire jouer I
affectionner II	Syn	apprécier II
affectionner II	Syn	aimer bien
affichette	Syn	affiche
affiché	S1	affiche
affirmatif III	Anti	négatif I.2
affirmatif I	S1	affirmateur
agacement	V0	agacer
agacement	A1	agacé
agacement	Able2	agaçant
agacement	V0	s’agacer
vieux Adj I.1a	Syn	âgé 2
vieux Adj I.1a	Anti	jeune Adj I.1
vieux Adj I.1a	S1	vieux N I
vieux Adj I.1a	S1	vieille
vieux Adj I.1a	S0	vieillesse
âgé 2	Syn	vieux Adj I.1a
âgé 2	Anti	jeune Adj I.1
gravité	A1	grave I
grave II	Anti	aigu
gravement	A0	grave I
gravement	Syn	grièvement
gravissime	Syn	grave I
s’aggraver	S0	aggravation 1
s’aggraver	Caus	aggraver
aggravation 1	V0	s’aggraver
allergène	Syn	allergisant
allergisant	Syn	allergène
s’allonger 1 I.1	Syn	grandir I
s’allonger 1 I.1	Anti	rétrécir 1
s’allonger 1 I.1	Anti	diminuer III.1
s’allonger 1 I.1	S0	allongement 1 I.1
s’allonger 1 I.1	Magn	démesurément
allumer II.1	A2	allumé II.1
allumer II.1	Anti	éteindre II.1
allumage	V0	allumer I
détermination 1	V0	déterminer I
déterminé I	Syn	particulier Adj 1
déterminé I	Syn	spécial
déterminé I	Syn	spécifique
détestation	V0	détester
se déterminer	Syn	se décider
se déterminer	Syn	décider 1
se déterminer	Syn	se résoudre
se déterminer	A1	déterminé II
détournement I	V0	détourner I
détournement II	V0	détourner IV
mater	Syn	daronne
mater	Syn	mère 1 I.1a
génitrice	Syn	mère 1 I.1a
génitrice	Syn	procréatrice
génitrice	Syn	géniteur
se détourner	Syn	se retourner
se détourner	Syn	se tourner I
source I.2	Syn	débuts II
procréatrice	Syn	mère 1 I.1a
procréatrice	Syn	génitrice
procréatrice	Syn	procréateur
embouchure	Syn	delta
embouchure	Syn	estuaire
embouchure	Syn	bouche IV
delta	Syn	bassin III.1
voleuse III	Syn	voleur N III
destruction II	V0	détruire I.2
fluvial a	S0	fleuve I
fluvial a	S0	fluvialité I
destruction I	V0	détruire I.1
détruire I.2	S0	destruction II
détruire I.2	A0	destructeur Adj
détruire I.2	A2	détruit
détruire I.2	Able2	destructible
vioque	Syn	vioc
vioque	Syn	vieille
destructeur N I	Syn	destructrice
destructrice	Syn	destructeur N I
destructeur Adj	V0	détruire I.2
destructeur Adj	Syn	dévastateur 2
flot II	Syn	coulée
flot II	Syn	écoulement I
flot II	Syn	flux I
flot II	Syn	geyser II.1
flot II	Magn	geyser II.1
flot II	Magn	torrent II
flot III.b	Syn	pluie II.2
destructif	Syn	mauvais Adj I.2
appareiller I.1	S2	bateau N 1 I
daronne	Syn	mater
daronne	Syn	mère 1 I.1a
daronne	Syn	daron
immobilier Adj	S0	immeuble N
appareillable	S2	appareil I.2
appareil I.2	Real1	appareiller I.2
immeuble Adj	Anti	meuble N II
apparence II	Adv0	en apparence
apparence II	Adv0	apparemment 1
apparence II	Adv0	en Prép II.a
apparence II	Syn	visage II.2
apparent I	Syn	visible
apparaître I.b	A1	apparent I
apparaître I.b	A1	visible
apparaître I.b	Syn	se découper
apparaître I.b	Syn	se découvrir I
apparaître I.b	Syn	arriver I.3
s’arrêter I.1	S0	arrêt I.1
s’arrêter I.1	Syn	s’immobiliser
s’arrêter I.1	Anti	démarrer I.1
visible	Syn	apparent I
visible	Syn	en vue I
visible	Syn	observable
visible	AntiBon	voyant Adj I
véhicule I.a	Syn	véhicule flottant
véhicule I.a	Syn	véhicule roulant
véhicule I.a	Syn	véhicule volant
véhicule I.a	Fact0	se déplacer I.1
véhicule I.a	Syn	engin
véhicule I.a	Fact0	piloter 2
véhicule I.a	Fact0	diriger II
véhicule I.a	Fact0	télécommander
véhicule I.a	Fact0	téléguider
véhicule I.a	Fact0	opérateur I
véhicule I.a	Fact0	opératrice
véhicule I.a	Fact0	pilote N, masc 2
apparence I.1	Adv0	en Prép II.a
apparence I.1	Syn	forme I.2
apparence I.1	Syn	figure humaine II
apparence I.1	Syn	air 2
apparence I.1	Syn	habit III
appartenir II.1	S0	appartenance II
appartenir II.1	Syn	faire partie
démarrer I.1	S0	démarrage
démarrer I.1	Anti	s’arrêter I.1
appartenance II	V0	appartenir II.1
appartenance II	Syn	affiliation
pater	Syn	dab
pater	Syn	daron
pater	Syn	paternel N
pater	Syn	père I.1a
paternel N	Syn	dab
paternel N	Syn	daron
paternel N	Syn	pater
paternel N	Syn	père I.1a
palais 2	A0	palatal
palais 2	A0	palatin Adj
gouffre II.2	Syn	abîme II.3
gouffre III	Syn	ruine II
automobiliste N, masc	Syn	automobiliste N, fém
automobiliste N, fém	Syn	automobiliste N, masc
deux-roues	Syn	bicyclette I
deux-roues	Syn	vélo I
deux-roues	Syn	moto I
deux-roues	Syn	mobylette
deux-roues	Syn	scooter
deux-roues	Syn	vélomoteur
deux-roues	Syn	motocyclette
deux-roues	Contr	véhicule I.b
deux-roues	Gener	véhicule I.a
deux-roues	Syn	véhicule I.a
palatial	S0	palais 1 1
palet I	Syn	balle I
pavillonnaire	S0	pavillon 1 2
voleuse II	Syn	voleur N II
appauvrissement I.b	Conv-ij	appauvrissement I.a
appauvrissement II.a	Conv-ij	appauvrissement II.b
appauvrissement II.b	Conv-ij	appauvrissement II.a
s’appauvrir	Conv-ij	appauvrir
s’appauvrir	A2	appauvrissant I
s’appauvrir	A1	pauvre Adj I
véhiculer I	Syn	transporter II
véhiculer II	Syn	répandre II.2
rame 2 II	Sing	voiture 3
rame 2 II	Syn	métro II.1
comédien	Syn	acteur 1
comédien	Syn	comédienne
comédienne	Syn	actrice
comédienne	Syn	comédien
résidant N	Syn	résidante
monter II.1	Anti	descendre IV
insulaire Adj 2	S0	île 1
boucherie I	S1	boucher N I.1
boucherie I	S1	bouchère 1
boucherie I	Syn	boucherie-charcuterie
résidante	Syn	résidant N
s’installer I	S0	installation I
s’installer I	A1	installé I.1
s’installer I	Syn	emménager
s’installer I	Syn	se fixer
s’installer II	Syn	prendre place
s’installer III	Syn	apparaître I.b
prendre place	Syn	s’installer II
résidence I	V0	résider
compartiment 1	Syn	bac 2 I
compartiment 1	Syn	poche I.2
résidence II	Syn	habitation II
métro I	Syn	réseau II
métro I	Syn	système II.2
métro I	Syn	infrastructure
métro I	Syn	chemin de fer II
métro I	Syn	tramway II
métro I	S1	usager
métro I	S1	usagère
métro I	Sing	ligne III.1
métro I	Oper2	disposer II
métro I	Oper2	posséder II.1
métro I	Real1	emprunter III
métro I	Real1	prendre III.1b
métro I	Real1	utiliser II
métro I	Fact0	fonctionner II
métro I	Fact0	marcher VII
métro I	Contr	R.E.R I
métro I	Sing	métro II.1
métro I	Sing	métro II.2
métro I	Sing	station I.1
métro I	Syn	métropolitain N
glapir	Syn	aboyer I
japper	Syn	aboyer I
furieusement I	A0	furieux I
sourdement	Syn	silencieusement
véhicule volant	Syn	avion I
véhicule volant	Syn	hélicoptère
véhicule roulant	Syn	autobus
véhicule roulant	Syn	motocyclette
véhicule roulant	Syn	deux-roues
véhicule roulant	Syn	moto I
véhicule roulant	Syn	bicyclette I
véhicule roulant	Syn	voiture 2a
véhicule roulant	Syn	automobile N I
véhicule roulant	Syn	auto I
véhicule roulant	Syn	véhicule I.b
véhicule roulant	Syn	vélo I
véhicule roulant	Syn	bus
véhicule roulant	Syn	autocar
véhicule roulant	Syn	car N
véhicule roulant	Syn	train 1 I
véhicule roulant	Syn	tramway I
véhicule roulant	Syn	voiture 3
véhicule roulant	Syn	wagon
véhicule flottant	Syn	bateau N 1 I
véhicule flottant	Syn	navire
véhicule flottant	Syn	bâtiment II
résidant Adj	S1	résidant N
résidant Adj	S1	résidante
voiture-lits	Syn	wagon-lits
voiture-restaurant	Syn	wagon-restaurant
wagon-lits	Syn	voiture-lits
wagon-restaurant	Syn	voiture-restaurant
dévastation	V0	dévaster
dévastateur 2	Syn	destructeur Adj
appauvrissant II	Anti	enrichissant
pauvre N, masc	Syn	pauvre N, fém
pauvre N, fém	Syn	pauvre N, masc
dévastateur 1	V0	dévaster
se développer I	S0	développement I
se développer I	Syn	grandir I
développement I	V0	se développer I
développement II	V0	développer II
développer I.1	Anti	envelopper I.1
développé Adj	Syn	aiguisé II
applaudir II	Syn	approuver II.1
développement III	V0	développer III
développement IV	V0	développer IV
développeur	Syn	développeuse
développeuse	Syn	développeur
diablesse	Syn	diable I.b
diabolique	Adv0	diaboliquement
diabolique	S0	diable I.a
démon	Contr	ange I
démon	Syn	diable I.a
diaboliquement	A0	diabolique
diaboliquement	S0	diable I.a
diagnostiquer	S2	diagnostic I
diagnostique	S0	diagnostic I
talon I.2	S1	chaussures I
poignet II	S1	chemise I
poignet II	S1	chemisier
oreilles I.3	A0	auriculaire Adj 1 1
oreilles I.3	Fact0	bouché II
oreilles I.3	Real1	entendre I
oreilles I.3	Real1	distinguer 3
oreilles I.3	Real1	saisir II
oreilles I.3	Real1	ouvrir I.3
oreilles I.3	Real1	écouter I
oreilles I.3	Real1	tout oreilles
oreilles I.3	Real2	remplir II
oreilles I.3	Fact0	entendre I
oreilles I.3	Real2	caresser II
auriculaire Adj 1 1	S0	oreilles I.3
ongulaire	S0	ongles 1
diagnostiqueur	Syn	diagnostiqueuse
diagnosticien	Syn	diagnosticienne
bosse I.2	A1	à III.2
bosse I.2	Magn	gros Adj III.1
bosse I.2	Magn	énorme I
bosse I.2	AntiMagn	petit Adj I.1
bosse I.1	Syn	enflure
bosse I.1	Oper1	se cogner
bosse I.1	AntiMagn	petit Adj I.1
bosse I.1	Gener	contusion
doigt de pied	Syn	orteils 1a
diagnosticienne	Syn	diagnosticien
temporal	S0	tempe
diagnostic II	S1	diagnostiqueur
diagnostic II	S1	diagnostiqueuse
diagnostic II	Real1	établir I
diagnostiqueuse	Syn	diagnostiqueur
échange II	Syn	conversation a
échange II	Syn	dialogue 1a
échange II	Syn	discussion
oculaire 1	S0	yeux I.1a
monologue	Contr	dialogue 1a
nucal	S0	nuque
dialoguer	S0	dialogue 1a
bouche I.1b	Syn	bec II
bouche I.1b	Syn	lèvres I.1
bouche I.1b	Contr	gorge I.2
bouche I.1c	Syn	bec I.1
bouche III.1	Syn	ouverture II
bouche V.1	Syn	cuisine I.1
ombilic	Syn	nombril I.1
ombilic	A0	ombilical I
ombilical I	S0	nombril I.1
ombilical I	S0	ombilic
dictatorial	S0	dictature 1
dictateur	Syn	dictatrice
bras II	Syn	travailleur N
bras II	Syn	travailleuse
dictatrice	Syn	dictateur
bras IV	S1	grue II
cheveu I.2b	Syn	cheveux I.2a
cheveu I.2b	Sing	cheveu I.1
cheveu I.2b	Syn	tête I.3
cheveu I.2b	AntiMagn	rare I.2
cheveu I.2b	Oper1	avoir V II
cheveu I.2b	Oper1	porter IV
cheveu I.2b	Real@	travailler III
cheveu I.2b	Real@	soigner I.2
cheville III	Syn	mot I.1
chemisier	Gener	vêtement I.1
chemisier	Real1	mettre I.1a
dico	Syn	dictionnaire
lexicographe N, masc	Syn	lexicographe N, fém
lexicographe N, fém	Syn	lexicographe N, masc
pif	Syn	blair
pif	Syn	blase II
pif	Syn	nase 1 I
pif	Syn	naseaux II
pif	Syn	tarin
pif	Syn	nez I.a
blair	Syn	blase II
blair	Syn	nase 1 I
blair	Syn	naseaux II
blair	Syn	pif
blair	Syn	tarin
blair	Syn	nez I.a
tarin	Syn	blair
tarin	Syn	blase II
tarin	Syn	nase 1 I
tarin	Syn	naseaux II
tarin	Syn	pif
tarin	Syn	nez I.a
divin	S0	dieu 1
divinement	S0	dieu 1
déesse	Syn	dieu 1
croyant	Syn	croyante
ciliaire	S0	cils I.1a
croyante	Syn	croyant
différence 1	A1	différent 1
différence 1	Anti	ressemblance 1
différence 1	Anti	analogie b
différence 1	Anti	similarité
différence 1	Anti	similitude
différence 1	Anti	analogie a
différemment	A0	différent 1
différer	A0	différent 1
cor 1	Gener	instrument de musique
cor 1	Oper1	jouer IV.1
difficulté I.1	Anti	facilité
difficulté I.1	Syn	complication
difficulté I.1	A1	difficile 1
difficilement I	A0	difficile 1
dignité	A1	digne 1
cor 2	Syn	durillon
cor 2	Syn	tumeur
dignement	A0	digne 1
blase II	Syn	blair
blase II	Syn	nase 1 I
blase II	Syn	naseaux II
blase II	Syn	pif
blase II	Syn	tarin
blase II	Syn	nez I.a
indigne 1	Anti	digne 1
indigne 2	Anti	digne 2
dominical	S0	dimanche
nase 1 I	Syn	blair
nase 1 I	Syn	blase II
nase 1 I	Syn	naseaux II
nase 1 I	Syn	pif
nase 1 I	Syn	tarin
nase 1 I	Syn	nez I.a
dimensionnel	S0	dimension 1
tête I.1b	Contr	queue I.1
diminution II	V0	diminuer III.3
diminution II	A2	diminué
diminuer III.2	S0	diminution I
diminuer III.2	Syn	baisser III
diminuer III.2	Syn	régresser II
diminuer III.2	Anti	s’allonger 1 I.3
diminution I	V0	diminuer III.2
tête I.5a	Syn	cerveau I.2
tête I.5a	Syn	cervelle II
tête I.5a	Syn	crâne N II
tête I.5a	Syn	caboche II
tête I.5a	Syn	cafetière II
tête I.5a	Syn	ciboulot
tête I.5a	Syn	cigare III.2
palmaire	S0	paume I.a
digital	S0	doigt I.1a
destructeur N II	Gener	appareil I.1
poitrine 3	A1	mamelu
poitrine 3	AntiMagn	petit Adj I.1
poitrine 3	AntiMagn	plat Adj I
poitrine 3	AntiMagn	menu Adj
poitrine 3	AntiMagn	œufs au plat II
poitrine 3	Syn	buste I.2
poitrine 3	Syn	gorge II
poitrine 3	Syn	seins I.2b
poitrine 3	Epit	féminin 1
poitrine 3	Gener	partie du corps
poitrine 3	Magn	fort Adj I.2
poitrine 3	Magn	gros Adj III.1
poitrine 3	Magn	généreux II.2
poitrine 3	Magn	opulent II
poitrine 3	Magn	plantureux II
poitrine 3	Magn	avantageux II
poitrine 3	Magn	rebondi
poitrine 3	Magn	abondant II
poitrine 3	Magn	volumineux
poitrine 3	Magn	avant-scène II
poitrine 3	Magn	laiterie II
poitrine 3	Magn	pare-chocs II
poitrine 3	Magn	énorme I
poitrine 3	Ver	ferme Adj I
poitrine 3	Bon	beau Adj I.1
poitrine 3	Bon	magnifique 2
poitrine 3	Bon	superbe Adj
poitrine 3	Oper1	avoir V II
poitrine 3	S1	planche à pain
poitrine 3	S1	limande II
poitrine 2	S2	bœuf 1 I.1b
poitrine 2	S2	porc I.2
poitrine 2	S2	veau I.2
poitrine 2	S2	mouton I.2
poitrine 2	S2	poulet II
poitrine 2	S2	canard 1 I.b
poitrine 2	S2	volaille 2
poitrine 2	Sing	lard
dorsal	S0	dos I.a
palpébral	S0	paupières I
scapulaire	S0	épaules I.1a
voyager I	Syn	se déplacer I.2b
voyager I	S0	voyage a
voyager I	Syn	circuler I.2
voyager I	Syn	cheminer I
voyager I	Syn	voir du pays
voyager I	S1	voyageur N
voyager I	S1	voyageuse
voyager I	Syn	bourlinguer II
voyager I	Syn	rouler sa bosse
voyager I	Sinstr	avion I
voyager I	Sinstr	autocar
voyager I	Sinstr	train 1 I
voyager I	Sinstr	voiture 2a
voyager I	Able1	voyageur Adj
pédieux	S0	pieds I
arpion	Syn	panards
arpion	Syn	pieds I
arpion	Syn	ripatons
panards	Syn	arpion
panards	Syn	pieds I
panards	Syn	ripatons
ripatons	Syn	arpion
ripatons	Syn	panards
ripatons	Syn	pieds I
stupéfier	Syn	stupéfaire
stupéfier	Syn	étonner
nasal	S0	nez I.a
nasal	S0	nez I.b
lolos	Syn	nénés
lolos	Syn	nibards
lolos	Syn	nichons
lolos	Syn	roberts
lolos	Syn	roploplos
lolos	Syn	seins I.2b
nénés	Syn	lolos
nénés	Syn	nibards
nénés	Syn	nichons
nénés	Syn	roberts
nénés	Syn	roploplos
nénés	Syn	seins I.2b
thorax b	Contr	abdomen b
nibards	Syn	lolos
nibards	Syn	nénés
nibards	Syn	nichons
nibards	Syn	roberts
nibards	Syn	roploplos
